,state,public_health,phone_number
1484,MA,Stoughton Health Department and Visiting Nurses Association,17813447011
1485,MA,Stow Health Department,19788974592
1486,MA,Sturbridge Health Department,15083472504
1487,MA,Sudbury Health Department,19784405479
1488,MA,Sunderland Board of Health,14136651441
1489,MA,Sutton Health Department,15088658724
1490,MA,Swampscott Health Department,17815968864
1491,MA,Swansea Board of Health,15083246704
1492,MA,Taunton Board of Health,15088211400
1493,MA,Templeton Health Department,19788942771
1494,MA,Tewksbury Board of Health,19786404470231
1495,MA,Tisbury Board of Health,15086964290
1496,MA,Tolland Health Department,14132584794
1497,MA,Topsfield Board of Health,19788871520
1498,MA,Town of Provincetown Board of Health,15084877000
1499,MA,Townsend Board of Health,19785971713
1500,MA,Tri-Town Health District,14132435540
1501,MA,Truro Health Department,1508349700432
1502,MA,Tyngsborough Board of Health,19786492300118
1503,MA,Tyringham Board of Health,14132431749
1504,MA,Upton Health Department,15085296813
1505,MA,Uxbridge Health Department,15082788600
1506,MA,Wakefield Health Department,17812466375
1507,MA,Wales Health Department,14132457571105
1508,MA,Walpole Health Department,15086607321
1509,MA,Waltham Department of Health,17813143305
1510,MA,Ware Board of Health,14139679615
1511,MA,Wareham Health Department,150829131003197
1512,MA,Warren Health Department,14134365708112
1513,MA,Warwick Board of Health,19785446315
1514,MA,Washington Health Department,14136232247
1515,MA,Watertown Health Department,16179726446
1516,MA,Wayland Health Department,15083583617
1517,MA,Webster Health Department,150894938004002
1518,MA,Wellesley Health Department,17812350135
1519,MA,Wellfleet Health Department,15083490308
1520,MA,Wendell Health Department,19785443395
1521,MA,Wenham Health Department,19784685522
1522,MA,West Boylston Board of Health,15088354710
1523,MA,West Bridgewater Health Department,15088941209
1524,MA,West Brookfield Health Department,15088671421310
1525,MA,West Newbury Board of Health,19783631100119
1526,MA,West Springfield Health Department,14132633206
1527,MA,West Stockbridge Board of Health,14132320300314
1528,MA,West Tisbury Board of Health,15086960105
1529,MA,Westborough Health Department,15083663045
1530,MA,Westfield Health Department,14135726210
1531,MA,Westford Board of Health,19786925509
1532,MA,Westhampton Health Department,14135279791
1533,MA,Westminster Board of Health,19788747409
1534,MA,Weston Health Department,17818937320332
1535,MA,Westport Health Department,15086361015
1536,MA,Westwood Board of Health/Health Department,17813201026
1537,MA,Weymouth Health Department,17813405008
1538,MA,Whitman Health Department,17816189755
1539,MA,Wilbraham Board of Health,14135962800
1540,MA,Williamstown Board of Health,14134589344
1541,MA,Wilmington Board of Health,19786584298
1542,MA,Winchendon Health Department,197829735375
1543,MA,Winchester Board of Health,17817217121
1544,MA,Windsor Health Department,14134545161
1545,MA,Winthrop Health Department,16178461740
1546,MA,Woburn Board of Health,17818975922
1547,MA,Worthington Health Department,14132385593
1548,MA,Wrentham Board of Health,15083845480
1549,MA,Yarmouth Health Department,15083982231241
1550,MI,Allegan County Health Department,12696735411
1551,MI,"1033 Healthcare DrCharlotte, MI 48813-1058",15175412602
1552,MI,Bay County Health Department,19898954009
1553,MI,Benzie-Leelanau District Health Department,12312560208
1554,MI,Berrien County Health Department,12699275600
1555,MI,Branch-Hillsdale-St. Joseph Community Health Agency,15172799561
1556,MI,Calhoun County Health Department,12699696380
1557,MI,Central Michigan District Health Department,198977359211421
1558,MI,Chippewa County Health Department,19066353634
1559,MI,Dearborn Health Department,15172841055
1560,MI,Detroit Department of Health,13138764000
1561,MI,Dickinson-Iron District Health Department,19062659913
1562,MI,District Health Department #2,19893455020
1563,MI,District Health Department 10,12318763839
1564,MI,District Health Department 4,19893587957
1565,MI,Genesee County Health Department,18102573588
1566,MI,Grand Traverse County Health Department,12319956100
1567,MI,Health Department of Northwest Michigan,12315477627
1568,MI,Huron County Health Department,19896738117
1569,MI,Ingham County Health Department,15178874475
1570,MI,Ionia County Health Department,16165275341
1571,MI,Jackson County Health Department,15177884420
1572,MI,Kalamazoo County Health and Community Services,12693735200
1573,MI,Kent County Health Department,16166327100
1574,MI,LMAS District Health Department,19062935107
1575,MI,Lapeer County Health Department,18102455581
1576,MI,Lenawee County Health Department,15172645205
1577,MI,Livingston County Department of Public Health,15175469850
1578,MI,Macomb County Health Department,15894695510
1579,MI,Marquette County Health Department,19064759977
1580,MI,Mid-Michigan District Health Department,19898313614
1581,MI,Midland County Department of Public Health,19898376574
1582,MI,Monroe County Health Department,17342407800
1583,MI,Oakland County Health Division,12488581410
1584,MI,Ottawa County Health Department,16163965266
1585,MI,Public Health Delta-Menominee Counties,19067894111
1586,MI,Public Health Muskegon County ,12317246246
1587,MI,Saginaw County Department of Public Health,19897583800
1588,MI,Sanilac County Health Department,18106484098
1589,MI,Shiawassee County Health Department,19897432484
1590,MI,St. Clair County Health Department,18109875309
1591,MI,Tuscola County Health Department,19896738117
1592,MI,Van Buren/Cass District Health Department,12696213143
1593,MI,Washtenaw County Public Health Department,17345446700
1594,MI,Wayne County Health Department,13132240810
1595,MI,Western U.P. District Health Department,19064827382
1596,MN,Aitkin County Health and Human Services,12189273744
1597,MN,Anoka County Community Health and Environmental Service Department,17633244200
1598,MN,Beltrami County Public Health Nursing Service,12183338100
1599,MN,Blue Earth County Public Health Nursing Service,15073044319
1600,MN,Brown County Public Health,15072336820
1601,MN,Brown-Nicollet Community Health Services,15079344140
1602,MN,Carlton-Cook-Lake-St. Louis Community Health Board,12187339895
1603,MN,Carver County Public Health,19523611320
1604,MN,Cass County Health Services,12185471340
1605,MN,Chisago County Health and Human Service Departments,16512135321
1606,MN,City of Bloomington Division of Public Health,19525638905
1607,MN,Clay County Public Health Department,12182997186
1608,MN,Countryside Public Health,13208434546
1609,MN,Crow Wing County Health Services,12188241080
1610,MN,Dakota County Public Health Department,16515546103
1611,MN,Des Moines Valley Health and Human Services,15078472366
1612,MN,Dodge County Public Health,15078350656
1613,MN,Edina Health Department,19528260466
1614,MN,Fillmore County Public Health,15077653898
1615,MN,Freeborn County Public Health,15073775100
1616,MN,Goodhue County Health and Human Services,16513856115
1617,MN,Hennepin County Public Health,16123483045
1618,MN,Horizon Public Health,13207636018
1619,MN,Houston County Public Health,15077255810
1620,MN,Inter-County Public Health Nursing,12186810876
1621,MN,Isanti County Public Health Services,17636894071
1622,MN,Itasca County Health and Human Services,12183272941
1623,MN,Kanabec County Public Health,13206796330
1624,MN,Kandiyohi County Public Health,13202317860
1625,MN,Kittson Memorial Healthcare Center,12188433662
1626,MN,Koochiching County Public Health & Human Services,12182837070
1627,MN,Le Sueur County Public Health ,15073578247
1628,MN,LifeCare Public Health,12184633211
1629,MN,McLeod County Public Health Nursing Service,13208643185
1630,MN,Meeker County Public Health Department,13206935370
1631,MN,Meeker-McLeod-Sibley Community Health Services Board,15077663531
1632,MN,Mille Lacs County Public Health,13209838318
1633,MN,Minneapolis Health Department  ,16126732301
1634,MN,Morrison County Public Health,13206326664
1635,MN,Morrison-Todd-Wadena Community Health Board,13207324439
1636,MN,Mower County Health and Human Services,15074379770
1637,MN,Nicollet County Public Health Nursing Service,15079347270
1638,MN,Nobles Community Health Service,15072955272
1639,MN,Norman/Mahnomen Public Health,12187845425
1640,MN,North Country Community Health Board,12186946581
1641,MN,North Valley Public Health,12187455154
1642,MN,Olmsted County Public Health Services,15073287500
1643,MN,Otter Tail County Public Health,12189988320
1644,MN,Pine County Public Health,13202164109
1645,MN,Polk County Public Health,12182813385
1646,MN,Quin County Board of Health,12188747845
1647,MN,Renville County Public Health,132052325703723
1648,MN,Rice County Community Health Service,15073326111
1649,MN,Scott County Public Health,19524968520
1650,MN,Sherburne County HHS/Public Health Unit,17632412750
1651,MN,Sibley County Public Health,15072374035
1652,MN,Southwest Health and Human Services,15078293662
1653,MN,St. Joseph's Area Health Services,12182375471
1654,MN,St. Paul - Ramsey County Public Health,16512662400
1655,MN,Stearns County Public Health Division,13206566000
1656,MN,Steele Community Health Services/Public Health Nursing,15074447665
1657,MN,Todd County Health & Human Services - Public Health,13207324500
1658,MN,Wabasha Community Health Service,16515655200
1659,MN,Waseca County Public Health Services,15078350685
1660,MN,Washington County Department of Public Health and Environment,16514306655
1661,MN,Watonwan County Community Health Services,15073753294
1662,MN,Wilkin County Public Health,12186437122
1663,MN,Winona Community Health Services Agency,15074576400
1664,MN,Wright County Health & Human Services,17636827400
1665,MS,Adams County Health Department,16014454601
1666,MS,Alcorn County Health Department,16622876121
1667,MS,Amite County Health Department,16016578351
1668,MS,Attala County Health Department,16628892351
1669,MS,Benton County Health Department,16622246442
1670,MS,Bolivar County Health Department,16628438305
1671,MS,Calhoun County Health Department,16624123260
1672,MS,Carroll County Health Department,16622379224
1673,MS,Chickasaw County Health Department,16624563737
1674,MS,Choctaw County Health Department,16622856213
1675,MS,Claiborne County Health Department,16019812304
1676,MS,Clarke County Health Department,16017762149
1677,MS,Clay County Health Department,16624944514
1678,MS,Coahoma County Health Department,16626248316
1679,MS,Copiah County Health Department,16019812304
1680,MS,Covington County Health Department,16017654291
1681,MS,DeSoto County Health Department,16624299814
1682,MS,Forrest County Health Department,16015830291
1683,MS,Franklin County Health Department,16013845871
1684,MS,George County Health Department,16019474217
1685,MS,Greene County Health Department,16013942389
1686,MS,Grenada County Health Department,16622263711
1687,MS,Hancock County Health Department,12284674510
1688,MS,Harrison County Health Department,12288631036
1689,MS,Hinds County Health Department,16019812304
1690,MS,Holmes County Health Department,16628343142
1691,MS,Humphreys County Health Department,16622471861
1692,MS,Itawamba County Health Department,16628623710
1693,MS,Jackson County Health Department,12287621117
1694,MS,Jasper County Health Department,16017642419
1695,MS,Jefferson County Health Department,16017863061
1696,MS,Jefferson Davis County Health Department,16017925135
1697,MS,Jones County Health Department,16014263258
1698,MS,Kemper County Health Department,16017435865
1699,MS,Lafayette County Health Department,16622345231
1700,MS,Lamar County Health Department,16017941055
1701,MS,Lauderdale County Health Department,16016932451
1702,MS,Lawrence County Health Department,16015872561
1703,MS,Leake County Health Department,16012673072
1704,MS,Lee County Health Department,16628419096
1705,MS,Leflore County Health Department,16624530284
1706,MS,Lincoln County Health Department,16018333314
1707,MS,Lowndes County Health Department,16623286091
1708,MS,Madison County Health Department,16019812304
1709,MS,Marion County Health Department,16017362676
1710,MS,Marshall County Health Department,16622524621
1711,MS,Monroe County Health Department,16623698132
1712,MS,Montgomery County Health Department,16622833655
1713,MS,Neshoba County Health Department,16016564371
1714,MS,Newton County Health Department,16016352337
1715,MS,Noxubee County Health Department,16627264451
1716,MS,Oktibbeha County Health Department,16623234565
