"countyname","fipscounty","neighborname","fipsneighbor"
"Finney County, KS","20055","Finney County, KS","20055"
"Finney County, KS","20055","Grant County, KS","20067"
"Finney County, KS","20055","Gray County, KS","20069"
"Finney County, KS","20055","Haskell County, KS","20081"
"Finney County, KS","20055","Hodgeman County, KS","20083"
"Finney County, KS","20055","Kearny County, KS","20093"
"Finney County, KS","20055","Lane County, KS","20101"
"Finney County, KS","20055","Ness County, KS","20135"
"Finney County, KS","20055","Scott County, KS","20171"
"Ford County, KS","20057","Clark County, KS","20025"
"Ford County, KS","20057","Edwards County, KS","20047"
"Ford County, KS","20057","Ford County, KS","20057"
"Ford County, KS","20057","Gray County, KS","20069"
"Ford County, KS","20057","Hodgeman County, KS","20083"
"Ford County, KS","20057","Kiowa County, KS","20097"
"Ford County, KS","20057","Meade County, KS","20119"
"Franklin County, KS","20059","Anderson County, KS","20003"
"Franklin County, KS","20059","Coffey County, KS","20031"
"Franklin County, KS","20059","Douglas County, KS","20045"
"Franklin County, KS","20059","Franklin County, KS","20059"
"Franklin County, KS","20059","Johnson County, KS","20091"
"Franklin County, KS","20059","Linn County, KS","20107"
"Franklin County, KS","20059","Miami County, KS","20121"
"Franklin County, KS","20059","Osage County, KS","20139"
"Geary County, KS","20061","Clay County, KS","20027"
"Geary County, KS","20061","Dickinson County, KS","20041"
"Geary County, KS","20061","Geary County, KS","20061"
"Geary County, KS","20061","Morris County, KS","20127"
"Geary County, KS","20061","Riley County, KS","20161"
"Geary County, KS","20061","Wabaunsee County, KS","20197"
"Gove County, KS","20063","Gove County, KS","20063"
"Gove County, KS","20063","Graham County, KS","20065"
"Gove County, KS","20063","Lane County, KS","20101"
"Gove County, KS","20063","Logan County, KS","20109"
"Gove County, KS","20063","Ness County, KS","20135"
"Gove County, KS","20063","Scott County, KS","20171"
"Gove County, KS","20063","Sheridan County, KS","20179"
"Gove County, KS","20063","Thomas County, KS","20193"
"Gove County, KS","20063","Trego County, KS","20195"
"Graham County, KS","20065","Gove County, KS","20063"
"Graham County, KS","20065","Graham County, KS","20065"
"Graham County, KS","20065","Norton County, KS","20137"
"Graham County, KS","20065","Phillips County, KS","20147"
"Graham County, KS","20065","Rooks County, KS","20163"
"Graham County, KS","20065","Sheridan County, KS","20179"
"Graham County, KS","20065","Trego County, KS","20195"
"Grant County, KS","20067","Finney County, KS","20055"
"Grant County, KS","20067","Grant County, KS","20067"
"Grant County, KS","20067","Hamilton County, KS","20075"
"Grant County, KS","20067","Haskell County, KS","20081"
"Grant County, KS","20067","Kearny County, KS","20093"
"Grant County, KS","20067","Stanton County, KS","20187"
"Grant County, KS","20067","Stevens County, KS","20189"
"Gray County, KS","20069","Finney County, KS","20055"
"Gray County, KS","20069","Ford County, KS","20057"
"Gray County, KS","20069","Gray County, KS","20069"
"Gray County, KS","20069","Haskell County, KS","20081"
"Gray County, KS","20069","Hodgeman County, KS","20083"
"Gray County, KS","20069","Meade County, KS","20119"
"Greeley County, KS","20071","Cheyenne County, CO","08017"
"Greeley County, KS","20071","Kiowa County, CO","08061"
"Greeley County, KS","20071","Prowers County, CO","08099"
"Greeley County, KS","20071","Greeley County, KS","20071"
"Greeley County, KS","20071","Hamilton County, KS","20075"
"Greeley County, KS","20071","Wallace County, KS","20199"
"Greeley County, KS","20071","Wichita County, KS","20203"
"Greenwood County, KS","20073","Butler County, KS","20015"
"Greenwood County, KS","20073","Chase County, KS","20017"
"Greenwood County, KS","20073","Coffey County, KS","20031"
"Greenwood County, KS","20073","Elk County, KS","20049"
"Greenwood County, KS","20073","Greenwood County, KS","20073"
"Greenwood County, KS","20073","Lyon County, KS","20111"
"Greenwood County, KS","20073","Wilson County, KS","20205"
"Greenwood County, KS","20073","Woodson County, KS","20207"
"Hamilton County, KS","20075","Prowers County, CO","08099"
"Hamilton County, KS","20075","Grant County, KS","20067"
"Hamilton County, KS","20075","Greeley County, KS","20071"
"Hamilton County, KS","20075","Hamilton County, KS","20075"
"Hamilton County, KS","20075","Kearny County, KS","20093"
"Hamilton County, KS","20075","Stanton County, KS","20187"
"Hamilton County, KS","20075","Wichita County, KS","20203"
"Harper County, KS","20077","Barber County, KS","20007"
"Harper County, KS","20077","Harper County, KS","20077"
"Harper County, KS","20077","Kingman County, KS","20095"
"Harper County, KS","20077","Sumner County, KS","20191"
"Harper County, KS","20077","Alfalfa County, OK","40003"
"Harper County, KS","20077","Grant County, OK","40053"
"Harvey County, KS","20079","Butler County, KS","20015"
"Harvey County, KS","20079","Harvey County, KS","20079"
"Harvey County, KS","20079","McPherson County, KS","20113"
"Harvey County, KS","20079","Marion County, KS","20115"
"Harvey County, KS","20079","Reno County, KS","20155"
"Harvey County, KS","20079","Sedgwick County, KS","20173"
"Haskell County, KS","20081","Finney County, KS","20055"
"Haskell County, KS","20081","Grant County, KS","20067"
"Haskell County, KS","20081","Gray County, KS","20069"
"Haskell County, KS","20081","Haskell County, KS","20081"
"Haskell County, KS","20081","Kearny County, KS","20093"
"Haskell County, KS","20081","Meade County, KS","20119"
"Haskell County, KS","20081","Seward County, KS","20175"
"Haskell County, KS","20081","Stevens County, KS","20189"
"Hodgeman County, KS","20083","Edwards County, KS","20047"
"Hodgeman County, KS","20083","Finney County, KS","20055"
"Hodgeman County, KS","20083","Ford County, KS","20057"
"Hodgeman County, KS","20083","Gray County, KS","20069"
"Hodgeman County, KS","20083","Hodgeman County, KS","20083"
"Hodgeman County, KS","20083","Ness County, KS","20135"
"Hodgeman County, KS","20083","Pawnee County, KS","20145"
"Jackson County, KS","20085","Atchison County, KS","20005"
"Jackson County, KS","20085","Brown County, KS","20013"
"Jackson County, KS","20085","Jackson County, KS","20085"
"Jackson County, KS","20085","Jefferson County, KS","20087"
"Jackson County, KS","20085","Nemaha County, KS","20131"
"Jackson County, KS","20085","Pottawatomie County, KS","20149"
"Jackson County, KS","20085","Shawnee County, KS","20177"
"Jefferson County, KS","20087","Atchison County, KS","20005"
"Jefferson County, KS","20087","Douglas County, KS","20045"
"Jefferson County, KS","20087","Jackson County, KS","20085"
"Jefferson County, KS","20087","Jefferson County, KS","20087"
"Jefferson County, KS","20087","Leavenworth County, KS","20103"
"Jefferson County, KS","20087","Shawnee County, KS","20177"
"Jewell County, KS","20089","Cloud County, KS","20029"
"Jewell County, KS","20089","Jewell County, KS","20089"
"Jewell County, KS","20089","Mitchell County, KS","20123"
"Jewell County, KS","20089","Osborne County, KS","20141"
"Jewell County, KS","20089","Republic County, KS","20157"
"Jewell County, KS","20089","Smith County, KS","20183"
"Jewell County, KS","20089","Nuckolls County, NE","31129"
"Jewell County, KS","20089","Webster County, NE","31181"
"Johnson County, KS","20091","Douglas County, KS","20045"
"Johnson County, KS","20091","Franklin County, KS","20059"
"Johnson County, KS","20091","Johnson County, KS","20091"
"Johnson County, KS","20091","Leavenworth County, KS","20103"
"Johnson County, KS","20091","Miami County, KS","20121"
"Johnson County, KS","20091","Wyandotte County, KS","20209"
"Johnson County, KS","20091","Cass County, MO","29037"
"Johnson County, KS","20091","Jackson County, MO","29095"
"Kearny County, KS","20093","Finney County, KS","20055"
"Kearny County, KS","20093","Grant County, KS","20067"
"Kearny County, KS","20093","Hamilton County, KS","20075"
"Kearny County, KS","20093","Haskell County, KS","20081"
"Kearny County, KS","20093","Kearny County, KS","20093"
"Kearny County, KS","20093","Scott County, KS","20171"
"Kearny County, KS","20093","Stanton County, KS","20187"
"Kearny County, KS","20093","Wichita County, KS","20203"
"Kingman County, KS","20095","Barber County, KS","20007"
"Kingman County, KS","20095","Harper County, KS","20077"
"Kingman County, KS","20095","Kingman County, KS","20095"
"Kingman County, KS","20095","Pratt County, KS","20151"
"Kingman County, KS","20095","Reno County, KS","20155"
"Kingman County, KS","20095","Sedgwick County, KS","20173"
"Kingman County, KS","20095","Sumner County, KS","20191"
"Kiowa County, KS","20097","Barber County, KS","20007"
"Kiowa County, KS","20097","Clark County, KS","20025"
"Kiowa County, KS","20097","Comanche County, KS","20033"
"Kiowa County, KS","20097","Edwards County, KS","20047"
"Kiowa County, KS","20097","Ford County, KS","20057"
"Kiowa County, KS","20097","Kiowa County, KS","20097"
"Kiowa County, KS","20097","Pratt County, KS","20151"
"Labette County, KS","20099","Cherokee County, KS","20021"
"Labette County, KS","20099","Crawford County, KS","20037"
"Labette County, KS","20099","Labette County, KS","20099"
"Labette County, KS","20099","Montgomery County, KS","20125"
"Labette County, KS","20099","Neosho County, KS","20133"
"Labette County, KS","20099","Craig County, OK","40035"
"Labette County, KS","20099","Nowata County, OK","40105"
"Lane County, KS","20101","Finney County, KS","20055"
"Lane County, KS","20101","Gove County, KS","20063"
"Lane County, KS","20101","Lane County, KS","20101"
"Lane County, KS","20101","Ness County, KS","20135"
"Lane County, KS","20101","Scott County, KS","20171"
"Leavenworth County, KS","20103","Atchison County, KS","20005"
"Leavenworth County, KS","20103","Douglas County, KS","20045"
"Leavenworth County, KS","20103","Jefferson County, KS","20087"
"Leavenworth County, KS","20103","Johnson County, KS","20091"
"Leavenworth County, KS","20103","Leavenworth County, KS","20103"
"Leavenworth County, KS","20103","Wyandotte County, KS","20209"
"Leavenworth County, KS","20103","Platte County, MO","29165"
"Lincoln County, KS","20105","Ellsworth County, KS","20053"
"Lincoln County, KS","20105","Lincoln County, KS","20105"
"Lincoln County, KS","20105","Mitchell County, KS","20123"
"Lincoln County, KS","20105","Osborne County, KS","20141"
"Lincoln County, KS","20105","Ottawa County, KS","20143"
"Lincoln County, KS","20105","Russell County, KS","20167"
"Lincoln County, KS","20105","Saline County, KS","20169"
"Linn County, KS","20107","Allen County, KS","20001"
"Linn County, KS","20107","Anderson County, KS","20003"
"Linn County, KS","20107","Bourbon County, KS","20011"
"Linn County, KS","20107","Franklin County, KS","20059"
"Linn County, KS","20107","Linn County, KS","20107"
"Linn County, KS","20107","Miami County, KS","20121"
"Linn County, KS","20107","Bates County, MO","29013"
"Linn County, KS","20107","Vernon County, MO","29217"
"Logan County, KS","20109","Gove County, KS","20063"
"Logan County, KS","20109","Logan County, KS","20109"
"Logan County, KS","20109","Scott County, KS","20171"
"Logan County, KS","20109","Sherman County, KS","20181"
"Logan County, KS","20109","Thomas County, KS","20193"
"Logan County, KS","20109","Wallace County, KS","20199"
"Logan County, KS","20109","Wichita County, KS","20203"
"Lyon County, KS","20111","Chase County, KS","20017"
"Lyon County, KS","20111","Coffey County, KS","20031"
"Lyon County, KS","20111","Greenwood County, KS","20073"
"Lyon County, KS","20111","Lyon County, KS","20111"
"Lyon County, KS","20111","Morris County, KS","20127"
"Lyon County, KS","20111","Osage County, KS","20139"
"Lyon County, KS","20111","Wabaunsee County, KS","20197"
"McPherson County, KS","20113","Dickinson County, KS","20041"
"McPherson County, KS","20113","Ellsworth County, KS","20053"
"McPherson County, KS","20113","Harvey County, KS","20079"
"McPherson County, KS","20113","McPherson County, KS","20113"
"McPherson County, KS","20113","Marion County, KS","20115"
"McPherson County, KS","20113","Reno County, KS","20155"
"McPherson County, KS","20113","Rice County, KS","20159"
"McPherson County, KS","20113","Saline County, KS","20169"
"Marion County, KS","20115","Butler County, KS","20015"
"Marion County, KS","20115","Chase County, KS","20017"
"Marion County, KS","20115","Dickinson County, KS","20041"
"Marion County, KS","20115","Harvey County, KS","20079"
"Marion County, KS","20115","McPherson County, KS","20113"
"Marion County, KS","20115","Marion County, KS","20115"
"Marion County, KS","20115","Morris County, KS","20127"
"Marion County, KS","20115","Saline County, KS","20169"
"Marshall County, KS","20117","Marshall County, KS","20117"
"Marshall County, KS","20117","Nemaha County, KS","20131"
"Marshall County, KS","20117","Pottawatomie County, KS","20149"
"Marshall County, KS","20117","Riley County, KS","20161"
"Marshall County, KS","20117","Washington County, KS","20201"
"Marshall County, KS","20117","Gage County, NE","31067"
"Marshall County, KS","20117","Pawnee County, NE","31133"
"Meade County, KS","20119","Clark County, KS","20025"
"Meade County, KS","20119","Ford County, KS","20057"
"Meade County, KS","20119","Gray County, KS","20069"
"Meade County, KS","20119","Haskell County, KS","20081"
"Meade County, KS","20119","Meade County, KS","20119"
"Meade County, KS","20119","Seward County, KS","20175"
"Meade County, KS","20119","Beaver County, OK","40007"
"Miami County, KS","20121","Anderson County, KS","20003"
"Miami County, KS","20121","Douglas County, KS","20045"
"Miami County, KS","20121","Franklin County, KS","20059"
"Miami County, KS","20121","Johnson County, KS","20091"
"Miami County, KS","20121","Linn County, KS","20107"
"Miami County, KS","20121","Miami County, KS","20121"
"Miami County, KS","20121","Bates County, MO","29013"
"Miami County, KS","20121","Cass County, MO","29037"
"Mitchell County, KS","20123","Cloud County, KS","20029"
"Mitchell County, KS","20123","Jewell County, KS","20089"
"Mitchell County, KS","20123","Lincoln County, KS","20105"
"Mitchell County, KS","20123","Mitchell County, KS","20123"
"Mitchell County, KS","20123","Osborne County, KS","20141"
"Mitchell County, KS","20123","Ottawa County, KS","20143"
"Montgomery County, KS","20125","Chautauqua County, KS","20019"
